,Subject,Trial,variable,value
261,S1026,tr10,1,0.23898719187801434
262,S1026,tr2,1,0.35823803019516626
263,S1026,tr3,1,0.2500909779361756
264,S1026,tr4,1,0.31559370491999433
265,S1026,tr5,1,0.057865974679970275
266,S1026,tr6,1,0.38741787278030515
267,S1026,tr7,1,0.26141416526618544
268,S1026,tr8,1,0.27268239920290044
269,S1026,tr9,1,0.22539132309235352
270,S1027,tr1,1,0.679323452495593
271,S1027,tr10,1,0.5519294978518295
272,S1027,tr2,1,0.15496200514862551
273,S1027,tr3,1,0.4325811551756632
274,S1027,tr4,1,0.533629622227671
275,S1027,tr5,1,0.2565742192626791
276,S1027,tr6,1,0.20970812861901697
277,S1027,tr7,1,0.6659718891483966
278,S1027,tr8,1,0.1544324231083505
279,S1027,tr9,1,0.3670483461363904
280,S1028,tr1,1,0.07707063227712917
281,S1028,tr10,1,0.23578460032370058
282,S1028,tr2,1,0.37171423197101616
283,S1028,tr3,1,0.3727221775633335
284,S1028,tr4,1,0.37591617457112714
285,S1028,tr5,1,0.3287475651979384
286,S1028,tr6,1,0.3536373712661187
287,S1028,tr7,1,0.3574665903894867
288,S1028,tr8,1,0.2830870998594522
289,S1028,tr9,1,0.24056283116870356
290,S1029,tr1,1,0.2789518554704776
291,S1029,tr10,1,0.17831609624349037
292,S1029,tr2,1,0.32517055074771417
293,S1029,tr3,1,0.3013425658793031
294,S1029,tr4,1,0.2000318131037185
295,S1029,tr5,1,0.37886965252042853
296,S1029,tr6,1,0.3402738346734972
297,S1029,tr7,1,0.2988813066203042
298,S1029,tr8,1,0.1197666642921607
299,S1029,tr9,1,0.20790753425140043
300,S1030,tr1,1,0.11762652850241698
301,S1030,tr10,1,0.19647880740504733
302,S1030,tr2,1,0.23027039421828208
303,S1030,tr3,1,0.28379937466593913
304,S1030,tr4,1,0.23920433203099728
305,S1030,tr5,1,0.11377137182405812
306,S1030,tr6,1,0.14255518254943447
307,S1030,tr7,1,0.12936444117032336
308,S1030,tr8,1,0.1503611130288857
309,S1030,tr9,1,0.1961627303316211
310,S1031,tr1,1,0.5029988425216583
311,S1031,tr10,1,0.13647628850945112
312,S1031,tr2,1,0.42847429048302693
313,S1031,tr3,1,0.3578491945299875
314,S1031,tr4,1,0.27877632213464504
315,S1031,tr5,1,0.38267317891055636
316,S1031,tr6,1,0.39117540849306826
317,S1031,tr7,1,0.40937149422240476
318,S1031,tr8,1,0.44294391485984586
319,S1031,tr9,1,0.12207135641384967
320,S1032,tr1,1,0.04666375777729313
321,S1032,tr10,1,0.6328690194163498
322,S1032,tr2,1,0.5848031164757964
323,S1032,tr3,1,0.47740608594138734
324,S1032,tr4,1,0.549446078341121
325,S1032,tr5,1,0.5774884157958515
326,S1032,tr6,1,0.5037113636904584
327,S1032,tr7,1,0.5503816410281408
328,S1032,tr8,1,0.5795412960265656
329,S1032,tr9,1,0.5743268405630216
330,S1033,tr1,1,0.4620939292501766
331,S1033,tr10,1,0.12686554556024848
332,S1033,tr2,1,0.28544185187360305
333,S1033,tr3,1,0.1188109754777232
334,S1033,tr4,1,0.15759835864679905
335,S1033,tr5,1,0.26257738585032725
336,S1033,tr6,1,0.48499219718567044
337,S1033,tr7,1,0.24651765959123145
338,S1033,tr8,1,0.09889223803701266
339,S1033,tr9,1,0.17757737359334488
340,S1034,tr1,1,0.14185162510689164
341,S1034,tr10,1,0.20913893709609094
342,S1034,tr2,1,0.2501508958379163
343,S1034,tr3,1,0.13836757812675896
344,S1034,tr4,1,0.17598703967854742
345,S1034,tr5,1,0.3653513406340563
346,S1034,tr6,1,0.2666558975960366
347,S1034,tr7,1,0.11495076365180815
348,S1034,tr8,1,0.2565873614926791
349,S1034,tr9,1,0.04190789868515608
350,S1035,tr1,1,0.10644923046285126
351,S1035,tr10,1,0.34276631155378623
352,S1035,tr2,1,0.29152096143167666
353,S1035,tr3,1,0.2880495810234608
354,S1035,tr4,1,0.27686427685224513
355,S1035,tr5,1,0.32420785368327465
356,S1035,tr6,1,0.3285004213743974
357,S1035,tr7,1,0.3109831416921771
358,S1035,tr8,1,0.324489831420417
359,S1035,tr9,1,0.31342968353797307
360,S1036,tr1,1,0.06602031165873744
361,S1036,tr10,1,0.14152259907001394
362,S1036,tr2,1,0.14872490428215007
363,S1036,tr3,1,0.23935571431329858
364,S1036,tr4,1,0.2226037509609949
365,S1036,tr5,1,0.17028427371928384
366,S1036,tr6,1,0.20065953852562268
367,S1036,tr7,1,0.16914563942870428
368,S1036,tr8,1,0.13138599251223576
369,S1036,tr9,1,0.12202999832544137
370,S1037,tr1,1,0.26613097264473856
371,S1037,tr10,1,0.052727496107544486
372,S1037,tr2,1,0.29174736008519203
373,S1037,tr3,1,0.36391722340871907
374,S1037,tr4,1,0.3251119063902793
375,S1037,tr5,1,0.32317697046903765
376,S1037,tr6,1,0.21048734777628123
377,S1037,tr7,1,0.2801121606329165
378,S1037,tr8,1,0.24797456167994736
379,S1037,tr9,1,0.14432747070051288
380,S1038,tr1,1,0.08451129706457754
381,S1038,tr10,1,0.40341753739500974
382,S1038,tr2,1,0.2349576170946627
383,S1038,tr3,1,0.20551555065848118
384,S1038,tr4,1,0.43731409663843057
385,S1038,tr5,1,0.28953703385244306
386,S1038,tr6,1,0.4382164956085984
387,S1038,tr7,1,0.2788053096428398
388,S1038,tr8,1,0.5081355203581195
389,S1038,tr9,1,0.364459308796682
390,S1039,tr1,1,0.1706999811301551
391,S1039,tr10,1,0.07909445566814273
392,S1039,tr2,1,0.13070396376485655
393,S1039,tr3,1,0.17056940569508158
394,S1039,tr4,1,0.11982997558212921
395,S1039,tr5,1,0.12430603674117945
396,S1039,tr6,1,0.22282367729263428
397,S1039,tr7,1,0.13694960369772172
398,S1039,tr8,1,0.12947082916440536
399,S1039,tr9,1,0.12572730932391754
400,S1040,tr1,1,0.12791890854483678
401,S1040,tr10,1,0.3104759776794043
402,S1040,tr2,1,0.1163665053411956
403,S1040,tr3,1,0.16547578525690898
404,S1040,tr4,1,0.09354594110349601
405,S1040,tr5,1,0.28304833272217533
406,S1040,tr6,1,0.16767990609820918
407,S1040,tr7,1,0.43510160320069713
408,S1040,tr8,1,0.37973873762393284
409,S1040,tr9,1,0.4743953676025431
410,S1041,tr1,1,0.49473661932543495
411,S1041,tr10,1,0.42916653159870016
412,S1041,tr2,1,0.4907982237012314
413,S1041,tr3,1,0.3668067506495827
414,S1041,tr4,1,0.4196514914486014
415,S1041,tr5,1,0.5494562629861363
416,S1041,tr6,1,0.4771501071711595
417,S1041,tr7,1,0.2580904112533602
418,S1041,tr8,1,0.40237939288849056
419,S1041,tr9,1,0.47414421517262784
420,S1042,tr1,1,0.0944653404232442
421,S1042,tr10,1,0.5311595543383055
422,S1042,tr2,1,0.07283275233969456
423,S1042,tr3,1,0.48179485739258987
424,S1042,tr4,1,0.5356257008246751
425,S1042,tr5,1,0.4646567283357563
426,S1042,tr6,1,0.5504437204778633
427,S1042,tr7,1,0.5846776308660768
428,S1042,tr8,1,0.4066808117939124
429,S1042,tr9,1,0.4791080023855593
430,S1043,tr1,1,0.565438751140801
431,S1043,tr10,1,0.5342579332127083
432,S1043,tr2,1,0.5888409546275982
433,S1043,tr3,1,0.5914443330780949
434,S1043,tr4,1,0.6026563084194582
435,S1043,tr5,1,0.5853295840192034
436,S1043,tr6,1,0.6469745334561778
437,S1043,tr7,1,0.6323640321855
438,S1043,tr8,1,0.580681257937518
439,S1043,tr9,1,0.5391325550592491
440,S1044,tr1,1,0.22332365036917654
441,S1044,tr10,1,0.4995200014944105
442,S1044,tr2,1,0.2867716848672814
443,S1044,tr3,1,0.4922443223643326
444,S1044,tr4,1,0.31601184100869434
445,S1044,tr5,1,0.5556107829109785
446,S1044,tr6,1,0.11514026325885766
447,S1044,tr7,1,0.4638114473178358
448,S1044,tr8,1,0.4629517796720346
449,S1044,tr9,1,0.486194923804384
450,S1045,tr1,1,0.42717203875915694
451,S1045,tr10,1,0.3110017219415825
452,S1045,tr2,1,0.13201197685486987
453,S1045,tr3,1,0.06883102983052247
454,S1045,tr4,1,0.06314402109047142
455,S1045,tr5,1,0.12392272440191161
456,S1045,tr6,1,0.29415408960814554
457,S1045,tr7,1,0.08132044849488437
458,S1045,tr8,1,0.06035717597687193
459,S1045,tr9,1,0.0424667042692739
460,S1046,tr1,1,0.1131613238908933
461,S1046,tr10,1,0.523404719303127
462,S1046,tr2,1,0.15148827193254646
463,S1046,tr3,1,0.12039353924331365
464,S1046,tr4,1,0.45634047247840726
465,S1046,tr5,1,0.47519026332493486
466,S1046,tr6,1,0.4198743528959753
467,S1046,tr7,1,0.4314984301480536
468,S1046,tr8,1,0.443703415770239
469,S1046,tr9,1,0.43889905683677377
470,S1047,tr1,1,0.5310804280027359
471,S1047,tr10,1,0.3271346017154733
472,S1047,tr2,1,0.5329278094513155
473,S1047,tr3,1,0.4556238999024689
474,S1047,tr4,1,0.4879127453104053
475,S1047,tr5,1,0.48562219490450687
476,S1047,tr6,1,0.4720615779510827
477,S1047,tr7,1,0.4474211408292664
478,S1047,tr8,1,0.3135000194887104
479,S1047,tr9,1,0.49108446103948394
480,S1048,tr1,1,0.024801919041051515
481,S1048,tr10,1,0.2590224482266289
482,S1048,tr2,1,0.15419080139561583
483,S1048,tr3,1,0.3359050031962981
484,S1048,tr4,1,0.32732992619228657
485,S1048,tr5,1,0.36701404069097143
486,S1048,tr6,1,0.39996167652657216
487,S1048,tr7,1,0.2964476400414804
488,S1048,tr8,1,0.42561076671736053
489,S1048,tr9,1,0.2992297242680409
490,S1049,tr1,1,0.21155578878268474
491,S1049,tr10,1,0.3127685421403047
492,S1049,tr2,1,0.315055408750452
493,S1049,tr3,1,0.2655655948788269
494,S1049,tr4,1,0.2005086082415053
495,S1049,tr5,1,0.19278699423895795
496,S1049,tr6,1,0.31810301421161363
497,S1049,tr7,1,0.26643355400045876
498,S1049,tr8,1,0.3837102481042518
499,S1049,tr9,1,0.2781522559347221
500,S1050,tr1,1,0.3240995646569067
501,S1050,tr10,1,0.2897941949138329
502,S1050,tr2,1,0.4615728770663425
503,S1050,tr3,1,0.5009062245571759
504,S1050,tr4,1,0.4872977289033263
505,S1050,tr5,1,0.09134900677293228
506,S1050,tr6,1,0.5066474926510586
507,S1050,tr7,1,0.4824236197399706
508,S1050,tr8,1,0.43971492401259127
509,S1050,tr9,1,0.42717694140461177
510,S1051,tr1,1,0.18456003751411926
511,S1051,tr10,1,0.542643618419811
512,S1051,tr2,1,0.4551556845981408
513,S1051,tr3,1,0.2164850460117329
514,S1051,tr4,1,0.15862887836123524
515,S1051,tr5,1,0.207831259446816
516,S1051,tr6,1,0.24053986916451323
517,S1051,tr7,1,0.26572128151094304
518,S1051,tr8,1,0.12258517236107097
519,S1051,tr9,1,0.47680178080073066
520,S1052,tr1,1,0.04565737769189106
521,S1052,tr10,1,0.19345029232225416
522,S1052,tr2,1,0.038707472302522396
523,S1052,tr3,1,0.1021471101514347
524,S1052,tr4,1,0.11045333088267976
525,S1052,tr5,1,0.04174437644248192
526,S1052,tr6,1,0.08861988334490192
527,S1052,tr7,1,0.13676323672047036
528,S1052,tr8,1,0.20456982202564178
529,S1052,tr9,1,0.22236181238673997
530,S1053,tr1,1,0.3128526688981074
531,S1053,tr10,1,0.09778072033566185
532,S1053,tr2,1,0.09826578985457796
533,S1053,tr3,1,0.3115108309930613
534,S1053,tr4,1,0.2360550782067396
535,S1053,tr5,1,0.09320115131717595
536,S1053,tr6,1,0.23743482084039427
537,S1053,tr7,1,0.10906784979303835
538,S1053,tr8,1,0.18432253530743747
539,S1053,tr9,1,0.08692287731084704
540,S1054,tr1,1,0.18329093068292238
541,S1054,tr10,1,0.2991746504933324
542,S1054,tr2,1,0.19825596757386366
543,S1054,tr3,1,0.1431500479999393
544,S1054,tr4,1,0.21467949387554872
545,S1054,tr5,1,0.07928603589152983
546,S1054,tr6,1,0.23742341937542297
547,S1054,tr7,1,0.2553248787438248
548,S1054,tr8,1,0.31127939646700786
549,S1054,tr9,1,0.2598402331205047
550,S1055,tr1,1,0.36541492585412316
551,S1055,tr10,1,0.2634544695213163
552,S1055,tr2,1,0.3504955986857621
553,S1055,tr3,1,0.17493536355507677
554,S1055,tr4,1,0.41777324603915744
555,S1055,tr5,1,0.3504048676424446
556,S1055,tr6,1,0.27500088994584876
557,S1055,tr7,1,0.1512373390338564
558,S1055,tr8,1,0.2589268146159737
559,S1055,tr9,1,0.2915681132156724
560,S1056,tr1,1,0.2300186504558336
561,S1056,tr10,1,0.21816619245624683
562,S1056,tr2,1,0.2303613684328625
563,S1056,tr3,1,0.20351936376877938
564,S1056,tr4,1,0.2005292829994034
565,S1056,tr5,1,0.2519413432005151
566,S1056,tr6,1,0.1983683624571729
567,S1056,tr7,1,0.20020682967792947
568,S1056,tr8,1,0.09126507961665886
569,S1056,tr9,1,0.18800143537386116
570,S1057,tr1,1,0.19772058160668204
571,S1057,tr10,1,0.21187866773543682
572,S1057,tr2,1,0.22136433224473293
573,S1057,tr3,1,0.17645511106112988
574,S1057,tr4,1,0.1543658364027377
575,S1057,tr5,1,0.11839802874703649
576,S1057,tr6,1,0.27652982841113716
577,S1057,tr7,1,0.09001548719717693
578,S1057,tr8,1,0.25686062915839986
579,S1057,tr9,1,0.08433926291209456
580,S1058,tr1,1,0.17746550739494552
581,S1058,tr10,1,0.3591854015741865
582,S1058,tr2,1,0.2681608910427535
583,S1058,tr3,1,0.189064090334986
584,S1058,tr4,1,0.1372863674193476
585,S1058,tr5,1,0.16215542973230065
586,S1058,tr6,1,0.24378172360829253
587,S1058,tr7,1,0.14851698514541342
588,S1058,tr8,1,0.267520066923563
589,S1058,tr9,1,0.2794669618406809
590,S1059,tr1,1,0.4494982188078126
591,S1059,tr10,1,0.5923995692755786
592,S1059,tr2,1,0.10246010389454356
593,S1059,tr3,1,0.4580749013573287
594,S1059,tr4,1,0.3436671326474414
595,S1059,tr5,1,0.3736052709616095
596,S1059,tr6,1,0.20028795218668788
597,S1059,tr7,1,0.44308119493278925
598,S1059,tr8,1,0.4747213222650073
599,S1059,tr9,1,0.4662483138455522
600,S1060,tr1,1,0.20401626951403187
601,S1060,tr10,1,0.14698151257678765
602,S1060,tr2,1,0.10206653451328172
603,S1060,tr3,1,0.20256776315845207
604,S1060,tr4,1,0.24137561884385902
605,S1060,tr5,1,0.12402619960047756
606,S1060,tr6,1,0.03204199136462254
607,S1060,tr7,1,0.08014952186079398
608,S1060,tr8,1,0.0975535124389221
609,S1060,tr9,1,0.17454611955310917
610,S1061,tr1,1,0.2262582554166622
611,S1061,tr10,1,0.2928012607650583
612,S1061,tr2,1,0.2654208916964643
613,S1061,tr3,1,0.40655382282922153
614,S1061,tr4,1,0.4668714787364148
615,S1061,tr5,1,0.4651189764427846
616,S1061,tr6,1,0.4796257571429635
617,S1061,tr7,1,0.45201811476195425
618,S1061,tr8,1,0.440086733804363
619,S1061,tr9,1,0.21323102651677694
620,S1062,tr1,1,0.12948205376864955
621,S1062,tr10,1,0.16214629260311386
622,S1062,tr2,1,0.24504920708252123
623,S1062,tr3,1,0.16163900355508268
624,S1062,tr4,1,0.10816061381088074
625,S1062,tr5,1,0.11995342346356211
626,S1062,tr6,1,0.07786687240237598
627,S1062,tr7,1,0.10477914518824594
628,S1062,tr8,1,0.11318929256500605
629,S1062,tr9,1,0.17051998277260058
630,S1063,tr1,1,0.39875045645544044
631,S1063,tr10,1,0.28790011822501627
632,S1063,tr2,1,0.47596552137652914
633,S1063,tr3,1,0.3803473440147682
634,S1063,tr4,1,0.4212601057796538
635,S1063,tr5,1,0.30932112639797493
636,S1063,tr6,1,0.45467512287839373
637,S1063,tr7,1,0.4085842996479962
638,S1063,tr8,1,0.24403658218489677
639,S1063,tr9,1,0.3264850685499566
640,S1064,tr1,1,0.3013288100700377
641,S1064,tr10,1,0.11523879534705256
642,S1064,tr2,1,0.23336974406822703
643,S1064,tr3,1,0.09949339634135004
644,S1064,tr4,1,0.2542836535715368
645,S1064,tr5,1,0.4191580609065706
646,S1064,tr6,1,0.12103940307079548
647,S1064,tr7,1,0.10128235333073893
648,S1064,tr8,1,0.09461248274809765
649,S1064,tr9,1,0.07220920545716898
650,S1065,tr1,1,0.11879424638096225
651,S1065,tr10,1,0.5634792434285599
652,S1065,tr2,1,0.5655174619997464
653,S1065,tr3,1,0.443465993041408
654,S1065,tr4,1,0.5741047162602176
655,S1065,tr5,1,0.5304704226289554
656,S1065,tr6,1,0.5330164940157585
657,S1065,tr7,1,0.5899331102582319
658,S1065,tr8,1,0.6599389050820462
659,S1065,tr9,1,0.6469679676535047
660,S1066,tr1,1,0.28736091417327186
661,S1066,tr10,1,0.3134222032662367
662,S1066,tr2,1,0.4502523072191379
663,S1066,tr3,1,0.35739597760657726
664,S1066,tr4,1,0.10258798078776662
665,S1066,tr5,1,0.19267112345398613
666,S1066,tr6,1,0.3414683550774145
